interaction_id,customer_id,customer_name,interaction_date,interaction_type,purpose,summary,initiated_by,handled_by,rep_id,related_invoice,outcome,notes
INT0000354,CUST000036,Bajaj Info Limited,2024-12-16,Meeting,Account Review,Reviewed credit limit and payment history,Company,Rajesh Mishra,REP000029,,Follow-up Required,
INT0000355,CUST000036,Bajaj Info Limited,2024-10-12,Meeting,Collection Call,Customer promised payment by next week,Company,Rahul Gupta,REP000006,INV0000354,Resolved,
INT0000356,CUST000036,Bajaj Info Limited,2025-02-09,Call,Collection Call,Left voicemail regarding overdue payment,Company,Sunita Mishra,REP000035,INV0000351,Pending,
INT0000357,CUST000036,Bajaj Info Limited,2024-10-30,Email,Collection Call,Discussed payment of overdue invoices,Company,Raj Mishra,REP000021,INV0000351,Follow-up Required,
INT0000358,CUST000036,Bajaj Info Limited,2024-11-24,Meeting,Collection Call,Customer promised payment by next week,Company,Rahul Gupta,REP000006,INV0000351,Resolved,
INT0000359,CUST000036,Bajaj Info Limited,2024-12-18,Web Portal,Collection Call,Arranged payment schedule for overdue amounts,Company,Raj Gupta,REP000001,INV0000351,Pending,
INT0000361,CUST000037,HCL Info Limited,2025-03-18,Meeting,Account Review,Reviewed credit limit and payment history,Company,Sunil Joshi,REP000044,,Follow-up Required,
INT0000362,CUST000037,HCL Info Limited,2024-11-08,Site Visit,Collection Call,Arranged payment schedule for overdue amounts,Company,Raj Gupta,REP000001,INV0000368,Resolved,
INT0000363,CUST000037,HCL Info Limited,2025-03-07,Chat,Collection Call,Discussed payment of overdue invoices,Company,Sanjay Gupta,REP000007,INV0000361,Pending,
INT0000364,CUST000037,HCL Info Limited,2024-12-05,Web Portal,Collection Call,Customer disputed invoice amount,Company,Rahul Gupta,REP000006,INV0000368,Follow-up Required,
INT0000365,CUST000037,HCL Info Limited,2024-12-03,Video Call,Account Review,Updated customer contact information,Company,Rajesh Gupta,REP000009,,Resolved,
INT0000366,CUST000037,HCL Info Limited,2025-03-16,Site Visit,Collection Call,Left voicemail regarding overdue payment,Company,Vijay Mishra,REP000023,INV0000361,Pending,
INT0000371,CUST000038,Hindustan Info Limited,2024-10-11,Call,Collection Call,Customer confirmed payment has been initiated,Company,Neha Mishra,REP000032,INV0000372,Follow-up Required,
INT0000372,CUST000038,Hindustan Info Limited,2025-03-07,Call,Collection Call,Explained late payment fees and implications,Company,Shalini Mishra,REP000039,INV0000374,Resolved,
INT0000373,CUST000038,Hindustan Info Limited,2024-12-17,Chat,Collection Call,Explained late payment fees and implications,Company,Pooja Mishra,REP000033,INV0000374,Pending,
INT0000374,CUST000038,Hindustan Info Limited,2025-03-03,Site Visit,Account Review,Updated customer contact information,Company,Sanjay Gupta,REP000007,,Follow-up Required,
INT0000375,CUST000038,Hindustan Info Limited,2025-02-10,Web Portal,Collection Call,Customer promised payment by next week,Company,Pooja Gupta,REP000013,INV0000372,Resolved,
INT0000381,CUST000039,Indian Info Limited,2025-03-25,Email,Account Review,Quarterly account review meeting,Company,Sunil Gupta,REP000004,,Follow-up Required,
INT0000382,CUST000039,Indian Info Limited,2024-11-12,Call,General Inquiry,Provided account balance information,Customer,Sanjay Mishra,REP000027,,Resolved,
INT0000391,CUST000040,Tech Info Limited,2025-02-14,Email,Collection Call,Arranged payment schedule for overdue amounts,Company,Vijay Mishra,REP000023,INV0000394,Follow-up Required,
INT0000392,CUST000040,Tech Info Limited,2025-01-16,Chat,Collection Call,Customer disputed invoice amount,Company,Rahul Joshi,REP000046,INV0000394,Resolved,
INT0000393,CUST000040,Tech Info Limited,2024-10-22,Site Visit,Account Review,Reviewed credit limit and payment history,Company,Ashok Joshi,REP000050,,Pending,
INT0000394,CUST000040,Tech Info Limited,2024-10-14,Video Call,Collection Call,Discussed payment of overdue invoices,Company,Rahul Gupta,REP000006,INV0000394,Follow-up Required,
INT0000401,CUST000041,Tata Auto Limited,2024-10-22,Chat,Collection Call,Customer disputed invoice amount,Company,Ashok Mishra,REP000030,INV0000405,Follow-up Required,
INT0000402,CUST000041,Tata Auto Limited,2025-03-15,Chat,Collection Call,Customer disputed invoice amount,Company,Amit Mishra,REP000022,INV0000405,Resolved,
INT0000403,CUST000041,Tata Auto Limited,2024-11-15,Email,Collection Call,Customer confirmed payment has been initiated,Company,Pooja Gupta,REP000013,INV0000405,Pending,
INT0000404,CUST000041,Tata Auto Limited,2024-10-07,Web Portal,Collection Call,Arranged payment schedule for overdue amounts,Company,Rani Gupta,REP000014,INV0000405,Follow-up Required,
INT0000411,CUST000042,Reliance Auto Limited,2025-04-07,Meeting,Account Review,Updated customer contact information,Company,Priya Mishra,REP000031,,Follow-up Required,
INT0000421,CUST000043,Infosys Auto Limited,2025-02-19,Call,General Inquiry,Provided account balance information,Customer,Kavita Gupta,REP000018,,Follow-up Required,
INT0000422,CUST000043,Infosys Auto Limited,2024-12-07,Site Visit,Account Review,Reviewed credit limit and payment history,Company,Rakesh Gupta,REP000008,,Resolved,
INT0000423,CUST000043,Infosys Auto Limited,2025-02-19,Site Visit,Dispute Resolution,Created credit note for billing error,Customer,Amit Gupta,REP000002,INV0000425,Pending,
INT0000431,CUST000044,Bharti Auto Limited,2024-12-09,Site Visit,Collection Call,Customer confirmed payment has been initiated,Company,Kavita Gupta,REP000018,INV0000432,Follow-up Required,
INT0000432,CUST000044,Bharti Auto Limited,2025-01-21,Web Portal,Collection Call,Customer confirmed payment has been initiated,Company,Pooja Mishra,REP000033,INV0000432,Resolved,
INT0000433,CUST000044,Bharti Auto Limited,2025-03-04,Chat,Collection Call,Explained late payment fees and implications,Company,Meena Gupta,REP000017,INV0000432,Pending,
INT0000434,CUST000044,Bharti Auto Limited,2025-04-17,Web Portal,Collection Call,Discussed payment of overdue invoices,Company,Sanjay Joshi,REP000047,INV0000435,Follow-up Required,
INT0000435,CUST000044,Bharti Auto Limited,2025-01-26,Video Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Rani Mishra,REP000034,INV0000432,Resolved,
INT0000436,CUST000044,Bharti Auto Limited,2024-10-25,Web Portal,Account Review,Updated customer contact information,Company,Shalini Mishra,REP000039,,Pending,
INT0000437,CUST000044,Bharti Auto Limited,2025-04-03,Email,Account Review,Reviewed credit limit and payment history,Company,Shalini Gupta,REP000019,,Follow-up Required,
INT0000441,CUST000045,HDFC Auto Limited,2025-02-12,Meeting,Collection Call,Explained late payment fees and implications,Company,Pooja Gupta,REP000013,INV0000442,Follow-up Required,
INT0000442,CUST000045,HDFC Auto Limited,2024-12-16,Email,Account Review,Quarterly account review meeting,Company,Rahul Gupta,REP000006,,Resolved,
INT0000443,CUST000045,HDFC Auto Limited,2025-03-22,Site Visit,Collection Call,Customer confirmed payment has been initiated,Company,Geeta Mishra,REP000040,INV0000442,Pending,
INT0000444,CUST000045,HDFC Auto Limited,2025-02-01,Call,General Inquiry,Shared payment history report,Customer,Rahul Gupta,REP000006,,Follow-up Required,
INT0000445,CUST000045,HDFC Auto Limited,2024-11-01,Site Visit,Collection Call,Arranged payment schedule for overdue amounts,Company,Shalini Gupta,REP000019,INV0000442,Resolved,
INT0000451,CUST000046,Wipro Auto Limited,2024-10-20,Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Anil Joshi,REP000045,INV0000456,Follow-up Required,
INT0000452,CUST000046,Wipro Auto Limited,2025-03-27,Web Portal,Collection Call,Customer promised payment by next week,Company,Sanjay Mishra,REP000027,INV0000454,Resolved,
INT0000453,CUST000046,Wipro Auto Limited,2024-11-03,Video Call,Dispute Resolution,Resolved shipping discrepancy,Customer,Ashok Joshi,REP000050,INV0000451,Pending,
INT0000454,CUST000046,Wipro Auto Limited,2025-01-11,Video Call,Collection Call,Explained late payment fees and implications,Company,Sanjay Joshi,REP000047,INV0000456,Follow-up Required,
INT0000455,CUST000046,Wipro Auto Limited,2025-01-23,Web Portal,Collection Call,Customer confirmed payment has been initiated,Company,Raj Joshi,REP000041,INV0000456,Resolved,
INT0000456,CUST000046,Wipro Auto Limited,2024-12-06,Web Portal,Payment Confirmation,Reconciled payment with outstanding invoices,Company,Raj Joshi,REP000041,INV0000455,Pending,
INT0000461,CUST000047,Mahindra Auto Limited,2025-04-07,Email,Account Review,Reviewed credit limit and payment history,Company,Ashok Gupta,REP000010,,Follow-up Required,
INT0000471,CUST000048,Birla Auto Limited,2025-02-26,Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Sunil Joshi,REP000044,INV0000472,Follow-up Required,
INT0000472,CUST000048,Birla Auto Limited,2024-10-12,Site Visit,Collection Call,Customer confirmed payment has been initiated,Company,Vijay Gupta,REP000003,INV0000472,Resolved,
INT0000473,CUST000048,Birla Auto Limited,2025-01-21,Web Portal,Collection Call,Customer promised payment by next week,Company,Neha Gupta,REP000012,INV0000472,Pending,
INT0000474,CUST000048,Birla Auto Limited,2024-12-16,Site Visit,Collection Call,Escalated to manager due to payment delays,Company,Sanjay Joshi,REP000047,INV0000471,Follow-up Required,
INT0000475,CUST000048,Birla Auto Limited,2025-03-09,Site Visit,Collection Call,Customer disputed invoice amount,Company,Raj Mishra,REP000021,INV0000471,Resolved,
INT0000481,CUST000049,Adani Auto Limited,2024-12-28,Email,Collection Call,Discussed payment of overdue invoices,Company,Ashok Joshi,REP000050,INV0000482,Follow-up Required,
INT0000482,CUST000049,Adani Auto Limited,2024-10-16,Call,Collection Call,Escalated to manager due to payment delays,Company,Shalini Mishra,REP000039,INV0000482,Resolved,
INT0000483,CUST000049,Adani Auto Limited,2024-10-22,Chat,Collection Call,Explained late payment fees and implications,Company,Geeta Mishra,REP000040,INV0000482,Pending,
INT0000491,CUST000050,JSW Auto Limited,2025-04-11,Chat,Payment Confirmation,Reconciled payment with outstanding invoices,Company,Sanjay Gupta,REP000007,INV0000493,Follow-up Required,
INT0000492,CUST000050,JSW Auto Limited,2025-02-08,Web Portal,Account Review,Quarterly account review meeting,Company,Anil Mishra,REP000025,,Resolved,
INT0000493,CUST000050,JSW Auto Limited,2025-01-17,Call,General Inquiry,Responded to statement request,Customer,Raj Gupta,REP000001,,Pending,
INT0000501,CUST000051,Godrej Auto Limited,2025-03-10,Email,General Inquiry,Responded to statement request,Company,Sunil Joshi,REP000044,,Follow-up Required,
INT0000502,CUST000051,Godrej Auto Limited,2025-03-23,Email,Dispute Resolution,Customer reported incorrect billing,Customer,Pooja Mishra,REP000033,INV0000501,Resolved,
INT0000503,CUST000051,Godrej Auto Limited,2025-01-10,Video Call,Account Review,Discussed upcoming orders and payment terms,Company,Shalini Mishra,REP000039,,Pending,
INT0000511,CUST000052,L&T Auto Limited,2025-04-12,Meeting,Collection Call,Discussed payment of overdue invoices,Company,Rahul Joshi,REP000046,INV0000515,Follow-up Required,
INT0000512,CUST000052,L&T Auto Limited,2025-04-07,Email,Collection Call,Left voicemail regarding overdue payment,Company,Anita Mishra,REP000036,INV0000513,Resolved,
INT0000513,CUST000052,L&T Auto Limited,2024-11-01,Web Portal,Collection Call,Left voicemail regarding overdue payment,Company,Raj Joshi,REP000041,INV0000511,Pending,
INT0000514,CUST000052,L&T Auto Limited,2025-04-14,Email,Collection Call,Discussed payment of overdue invoices,Company,Rajesh Gupta,REP000009,INV0000514,Follow-up Required,
INT0000515,CUST000052,L&T Auto Limited,2025-02-20,Chat,Collection Call,Discussed payment of overdue invoices,Company,Rakesh Gupta,REP000008,INV0000516,Resolved,
INT0000516,CUST000052,L&T Auto Limited,2025-02-20,Site Visit,Account Review,Updated customer contact information,Company,Vijay Joshi,REP000043,,Pending,
INT0000517,CUST000052,L&T Auto Limited,2025-03-29,Meeting,Collection Call,Escalated to manager due to payment delays,Company,Sunil Mishra,REP000024,INV0000516,Follow-up Required,
INT0000518,CUST000052,L&T Auto Limited,2025-03-09,Chat,Collection Call,Discussed payment of overdue invoices,Company,Meena Gupta,REP000017,INV0000516,Resolved,
INT0000519,CUST000052,L&T Auto Limited,2024-12-08,Video Call,Collection Call,Customer promised payment by next week,Company,Kavita Gupta,REP000018,INV0000514,Pending,
INT0000520,CUST000052,L&T Auto Limited,2025-01-02,Web Portal,Payment Confirmation,Reconciled payment with outstanding invoices,Company,Sunil Gupta,REP000004,INV0000515,Follow-up Required,
INT0000521,CUST000052,L&T Auto Limited,2025-01-12,Email,Collection Call,Explained late payment fees and implications,Company,Neha Mishra,REP000032,INV0000511,Resolved,
INT0000522,CUST000052,L&T Auto Limited,2025-03-29,Email,Collection Call,Customer disputed invoice amount,Company,Amit Gupta,REP000002,INV0000513,Pending,
INT0000521,CUST000053,ICICI Auto Limited,2025-02-10,Site Visit,Collection Call,Escalated to manager due to payment delays,Company,Amit Mishra,REP000022,INV0000525,Follow-up Required,
INT0000522,CUST000053,ICICI Auto Limited,2024-10-22,Site Visit,Dispute Resolution,Clarified invoice line items,Customer,Sanjay Joshi,REP000047,INV0000522,Resolved,
INT0000523,CUST000053,ICICI Auto Limited,2024-11-01,Video Call,Payment Confirmation,Confirmed check has been processed,Customer,Rajesh Mishra,REP000029,INV0000522,Pending,
INT0000524,CUST000053,ICICI Auto Limited,2025-02-03,Meeting,Collection Call,Explained late payment fees and implications,Company,Meena Mishra,REP000037,INV0000525,Follow-up Required,
INT0000525,CUST000053,ICICI Auto Limited,2024-10-20,Email,Collection Call,Escalated to manager due to payment delays,Company,Rajesh Gupta,REP000009,INV0000527,Resolved,
INT0000526,CUST000053,ICICI Auto Limited,2025-01-03,Email,Collection Call,Escalated to manager due to payment delays,Company,Sanjay Mishra,REP000027,INV0000525,Pending,
INT0000527,CUST000053,ICICI Auto Limited,2025-03-02,Call,Collection Call,Escalated to manager due to payment delays,Company,Neha Gupta,REP000012,INV0000525,Follow-up Required,
INT0000531,CUST000054,SBI Auto Limited,2025-01-29,Site Visit,Collection Call,Escalated to manager due to payment delays,Company,Raj Mishra,REP000021,INV0000535,Follow-up Required,
INT0000532,CUST000054,SBI Auto Limited,2024-10-24,Email,Collection Call,Explained late payment fees and implications,Company,Raj Mishra,REP000021,INV0000535,Resolved,
INT0000533,CUST000054,SBI Auto Limited,2025-02-08,Web Portal,General Inquiry,Provided account balance information,Company,Rahul Joshi,REP000046,,Pending,
INT0000541,CUST000055,TCS Auto Limited,2024-10-10,Email,Dispute Resolution,Resolved shipping discrepancy,Company,Vijay Gupta,REP000003,INV0000545,Follow-up Required,
INT0000542,CUST000055,TCS Auto Limited,2025-02-15,Site Visit,Payment Confirmation,Verified payment receipt for invoice,Company,Meena Mishra,REP000037,INV0000542,Resolved,
INT0000543,CUST000055,TCS Auto Limited,2024-11-26,Call,Account Review,Discussed upcoming orders and payment terms,Company,Rahul Joshi,REP000046,,Pending,
INT0000551,CUST000056,Bajaj Auto Limited,2025-02-06,Chat,Payment Confirmation,Received confirmation of payment transfer,Company,Sunita Gupta,REP000015,INV0000553,Follow-up Required,
INT0000552,CUST000056,Bajaj Auto Limited,2024-10-24,Video Call,Dispute Resolution,Customer reported incorrect billing,Customer,Neha Gupta,REP000012,INV0000551,Resolved,
INT0000561,CUST000057,HCL Auto Limited,2025-04-05,Site Visit,Collection Call,Left voicemail regarding overdue payment,Company,Shalini Mishra,REP000039,INV0000562,Follow-up Required,
INT0000562,CUST000057,HCL Auto Limited,2024-12-25,Call,Collection Call,Customer confirmed payment has been initiated,Company,Anita Mishra,REP000036,INV0000563,Resolved,
INT0000563,CUST000057,HCL Auto Limited,2024-12-29,Site Visit,Payment Confirmation,Confirmed check has been processed,Company,Rahul Gupta,REP000006,INV0000561,Pending,
INT0000564,CUST000057,HCL Auto Limited,2024-11-09,Meeting,Account Review,Addressed concerns about recent shipments,Company,Anil Mishra,REP000025,,Follow-up Required,
INT0000565,CUST000057,HCL Auto Limited,2025-01-05,Video Call,Collection Call,Explained late payment fees and implications,Company,Neha Mishra,REP000032,INV0000563,Resolved,
INT0000566,CUST000057,HCL Auto Limited,2025-03-23,Chat,Dispute Resolution,Created credit note for billing error,Customer,Rani Mishra,REP000034,INV0000561,Pending,
