case_id,customer_id,customer_name,invoice_id,case_open_date,amount_due,days_overdue,priority,status,assigned_to,collector_id,collection_strategy,last_action_date,next_action_date,resolution_date,notes
CASE000163,CUST000134,SBI Textiles Limited,INV0001331,2025-03-23,1738450.66,37,Critical,Open,Meena Gupta,REP000017,Standard Follow-up,2025-04-12,2025-05-09,,
CASE000164,CUST000134,SBI Textiles Limited,INV0001333,2025-01-26,1428423.32,88,Critical,In Progress,Rajesh Gupta,REP000009,Intensive Collection,2025-02-21,2025-05-01,,
CASE000165,CUST000135,TCS Textiles Limited,INV0001342,2025-01-15,36134.24,104,Critical,Pending Customer,Rakesh Joshi,REP000048,Settlement Offer,2025-03-01,2025-05-08,,
CASE000166,CUST000137,HCL Textiles Limited,INV0001361,2025-03-21,16943.44,41,Medium,Open,Geeta Mishra,REP000040,Standard Follow-up,2025-04-15,2025-05-02,,
CASE000167,CUST000137,HCL Textiles Limited,INV0001364,2024-12-11,91715.11,142,Critical,Escalated,Rakesh Mishra,REP000028,Settlement Offer,2025-03-02,2025-04-25,,
CASE000168,CUST000139,Indian Textiles Limited,INV0001381,2025-04-17,54788.56,10,Low,Open,Ashok Gupta,REP000010,Standard Follow-up,2025-04-17,2025-05-08,,
CASE000169,CUST000139,Indian Textiles Limited,INV0001383,2025-03-15,122995.08,44,Medium,Open,Amit Gupta,REP000002,Standard Follow-up,2025-04-02,2025-05-02,,
CASE000170,CUST000139,Indian Textiles Limited,INV0001387,2025-04-07,60477.47,23,Low,Open,Priya Gupta,REP000011,Standard Follow-up,2025-04-14,2025-04-24,,
CASE000171,CUST000140,Tech Textiles Limited,INV0001392,2025-01-16,102198.37,98,Critical,Pending Customer,Geeta Mishra,REP000040,Legal Action Warning,2025-02-26,2025-05-06,,
CASE000172,CUST000140,Tech Textiles Limited,INV0001396,2025-01-06,43346.66,111,Critical,Escalated,Rajesh Mishra,REP000029,Legal Action Warning,2025-03-05,2025-04-27,,
CASE000173,CUST000141,Tata Pharma Limited,INV0001404,2025-02-11,29892.00,74,High,In Progress,Rajesh Gupta,REP000009,Intensive Collection,2025-02-16,2025-05-03,,
CASE000175,CUST000143,Infosys Pharma Limited,INV0001422,2025-02-13,2072428.21,72,Critical,In Progress,Raj Gupta,REP000001,Payment Plan,2025-04-03,2025-05-02,,
CASE000176,CUST000144,Bharti Pharma Limited,INV0001432,2025-02-21,612764.92,68,High,In Progress,Sunil Gupta,REP000004,Payment Plan,2025-02-24,2025-04-27,,
CASE000177,CUST000144,Bharti Pharma Limited,INV0001435,2025-01-02,534473.84,119,Critical,Pending Customer,Rahul Mishra,REP000026,Settlement Offer,2025-01-04,2025-04-21,,
CASE000178,CUST000145,HDFC Pharma Limited,INV0001445,2025-04-05,188920.68,24,Medium,Open,Rani Gupta,REP000014,Standard Follow-up,2025-04-16,2025-05-03,,
CASE000179,CUST000145,HDFC Pharma Limited,INV0001447,2024-12-04,346117.00,147,Critical,In Progress,Neha Mishra,REP000032,Legal Action Warning,2025-01-31,2025-05-07,,
CASE000180,CUST000146,Wipro Pharma Limited,INV0001451,2025-02-15,484368.49,69,High,In Progress,Ashok Mishra,REP000030,Payment Plan,2025-03-29,2025-04-21,,
CASE000181,CUST000147,Mahindra Pharma Limited,INV0001463,2024-12-27,767236.77,123,Critical,Escalated,Kavita Mishra,REP000038,Settlement Offer,2025-01-01,2025-04-27,,
CASE000182,CUST000148,Birla Pharma Limited,INV0001473,2024-12-06,438275.49,139,Critical,In Progress,Rakesh Joshi,REP000048,Settlement Offer,2024-12-23,2025-04-26,,
CASE000183,CUST000149,Adani Pharma Limited,INV0001481,2025-01-12,296150.95,110,Critical,Pending Customer,Rajesh Gupta,REP000009,Settlement Offer,2025-02-09,2025-04-24,,
CASE000184,CUST000149,Adani Pharma Limited,INV0001482,2025-01-27,383195.19,90,High,In Progress,Neha Gupta,REP000012,Payment Plan,2025-02-12,2025-04-24,,
CASE000185,CUST000151,Godrej Pharma Limited,INV0001501,2025-01-21,150804.20,94,Critical,Escalated,Anita Gupta,REP000016,Legal Action Warning,2025-03-13,2025-04-20,,
CASE000186,CUST000152,L&T Pharma Limited,INV0001515,2025-04-12,491030.95,11,Medium,Open,Rahul Gupta,REP000006,Standard Follow-up,2025-04-17,2025-04-20,,
CASE000187,CUST000153,ICICI Pharma Limited,INV0001523,2025-02-18,444997.25,68,High,In Progress,Sunil Mishra,REP000024,Payment Plan,2025-04-14,2025-04-21,,
CASE000188,CUST000153,ICICI Pharma Limited,INV0001524,2025-04-08,383230.42,24,Medium,Open,Ashok Gupta,REP000010,Standard Follow-up,2025-04-15,2025-04-21,,
CASE000189,CUST000153,ICICI Pharma Limited,INV0001525,2025-01-20,1010682.59,100,Critical,Escalated,Neha Mishra,REP000032,Settlement Offer,2025-03-05,2025-04-23,,
CASE000190,CUST000156,Bajaj Pharma Limited,INV0001553,2025-04-17,85168.88,7,Low,Open,Rakesh Gupta,REP000008,Standard Follow-up,2025-04-17,2025-05-02,,
CASE000191,CUST000157,HCL Pharma Limited,INV0001563,2024-12-28,249370.18,119,Critical,Escalated,Vijay Gupta,REP000003,Legal Action Warning,2025-02-02,2025-04-22,,
CASE000193,CUST000159,Indian Pharma Limited,INV0001582,2024-12-27,81353.50,125,Critical,Pending Customer,Sanjay Mishra,REP000027,Settlement Offer,2025-01-17,2025-04-25,,
CASE000194,CUST000159,Indian Pharma Limited,INV0001585,2025-02-20,486611.01,68,High,Open,Sunil Mishra,REP000024,Intensive Collection,2025-04-01,2025-05-01,,
CASE000195,CUST000159,Indian Pharma Limited,INV0001586,2025-02-07,270291.05,77,High,In Progress,Amit Joshi,REP000042,Payment Plan,2025-02-28,2025-04-27,,
CASE000196,CUST000160,Tech Pharma Limited,INV0001596,2025-03-14,80179.91,45,Medium,Open,Rahul Mishra,REP000026,Standard Follow-up,2025-04-09,2025-05-01,,
CASE000197,CUST000161,Tata Healthcare Limited,INV0001601,2025-01-07,1775459.75,112,Critical,In Progress,Anil Gupta,REP000005,Settlement Offer,2025-02-22,2025-05-05,,
CASE000198,CUST000162,Reliance Healthcare Limited,INV0001612,2025-03-20,1830432.59,36,Critical,Open,Neha Gupta,REP000012,Standard Follow-up,2025-03-21,2025-05-06,,
CASE000199,CUST000163,Infosys Healthcare Limited,INV0001622,2025-01-07,95079.38,108,Critical,Escalated,Vijay Gupta,REP000003,Legal Action Warning,2025-01-12,2025-04-19,,
CASE000200,CUST000163,Infosys Healthcare Limited,INV0001623,2025-03-30,542413.10,33,High,In Progress,Ashok Joshi,REP000050,Standard Follow-up,2025-04-11,2025-05-06,,
CASE000201,CUST000165,HDFC Healthcare Limited,INV0001644,2024-12-20,17958.86,125,Critical,Escalated,Kavita Gupta,REP000018,Legal Action Warning,2025-04-05,2025-04-24,,
CASE000202,CUST000165,HDFC Healthcare Limited,INV0001646,2025-03-21,106069.56,38,Medium,In Progress,Vijay Mishra,REP000023,Standard Follow-up,2025-03-24,2025-05-09,,
CASE000203,CUST000166,Wipro Healthcare Limited,INV0001654,2025-01-08,1828928.47,112,Critical,In Progress,Rahul Gupta,REP000006,Legal Action Warning,2025-02-17,2025-05-06,,
CASE000204,CUST000166,Wipro Healthcare Limited,INV0001655,2025-01-15,1340227.86,99,Critical,Escalated,Rajesh Joshi,REP000049,Legal Action Warning,2025-04-15,2025-04-30,,
CASE000205,CUST000167,Mahindra Healthcare Limited,INV0001661,2025-04-12,787297.63,15,High,Open,Raj Mishra,REP000021,Standard Follow-up,2025-04-16,2025-04-22,,
CASE000206,CUST000167,Mahindra Healthcare Limited,INV0001665,2025-01-24,1442998.79,97,Critical,Escalated,Kavita Mishra,REP000038,Settlement Offer,2025-04-04,2025-04-25,,
CASE000207,CUST000168,Birla Healthcare Limited,INV0001674,2025-01-13,107531.13,107,Critical,Escalated,Rahul Mishra,REP000026,Settlement Offer,2025-03-19,2025-04-30,,
CASE000208,CUST000169,Adani Healthcare Limited,INV0001681,2025-01-29,66165.30,86,High,Open,Anil Gupta,REP000005,Payment Plan,2025-03-02,2025-04-29,,
CASE000209,CUST000170,JSW Healthcare Limited,INV0001691,2024-12-22,518470.54,124,Critical,Pending Customer,Rani Mishra,REP000034,Legal Action Warning,2025-01-30,2025-04-30,,
CASE000210,CUST000171,Godrej Healthcare Limited,INV0001701,2025-02-07,37292.63,83,High,In Progress,Ashok Gupta,REP000010,Payment Plan,2025-03-21,2025-04-23,,
CASE000211,CUST000171,Godrej Healthcare Limited,INV0001703,2025-02-15,46390.33,73,High,Pending Customer,Rahul Joshi,REP000046,Payment Plan,2025-04-13,2025-04-30,,
CASE000212,CUST000172,L&T Healthcare Limited,INV0001713,2025-02-14,339119.82,68,High,Open,Rajesh Gupta,REP000009,Intensive Collection,2025-03-16,2025-04-29,,
CASE000213,CUST000173,ICICI Healthcare Limited,INV0001722,2025-03-01,139578.33,60,Medium,Open,Anil Joshi,REP000045,Standard Follow-up,2025-04-07,2025-04-26,,
CASE000214,CUST000173,ICICI Healthcare Limited,INV0001723,2025-01-20,440340.72,98,Critical,Pending Customer,Rajesh Gupta,REP000009,Settlement Offer,2025-04-16,2025-05-08,,
CASE000215,CUST000173,ICICI Healthcare Limited,INV0001724,2025-03-09,541274.76,48,High,In Progress,Pooja Mishra,REP000033,Standard Follow-up,2025-04-12,2025-04-27,,
CASE000216,CUST000173,ICICI Healthcare Limited,INV0001725,2025-01-17,371205.88,100,Critical,In Progress,Rakesh Gupta,REP000008,Legal Action Warning,2025-02-26,2025-04-24,,
CASE000217,CUST000173,ICICI Healthcare Limited,INV0001727,2025-03-04,505276.52,55,High,Open,Anil Gupta,REP000005,Standard Follow-up,2025-03-30,2025-05-09,,
CASE000218,CUST000174,SBI Healthcare Limited,INV0001731,2025-04-17,607622.87,9,High,Open,Vijay Mishra,REP000023,Standard Follow-up,2025-04-17,2025-04-25,,
CASE000219,CUST000174,SBI Healthcare Limited,INV0001733,2025-02-02,998690.20,82,High,Pending Customer,Sunil Gupta,REP000004,Intensive Collection,2025-02-10,2025-04-21,,
CASE000220,CUST000175,TCS Healthcare Limited,INV0001746,2025-04-01,5048685.22,24,Critical,In Progress,Anita Gupta,REP000016,Standard Follow-up,2025-04-02,2025-05-08,,
CASE000221,CUST000177,HCL Healthcare Limited,INV0001762,2024-12-25,1827838.23,124,Critical,Escalated,Geeta Gupta,REP000020,Settlement Offer,2025-03-13,2025-04-29,,
CASE000222,CUST000177,HCL Healthcare Limited,INV0001763,2024-12-01,3920351.87,152,Critical,Escalated,Sanjay Gupta,REP000007,Legal Action Warning,2025-02-20,2025-04-26,,
CASE000223,CUST000177,HCL Healthcare Limited,INV0001764,2025-03-26,4851488.93,37,Critical,Open,Ashok Mishra,REP000030,Standard Follow-up,2025-04-03,2025-04-30,,
CASE000224,CUST000178,Hindustan Healthcare Limited,INV0001773,2025-02-15,65733.71,75,High,In Progress,Neha Mishra,REP000032,Payment Plan,2025-03-22,2025-05-07,,
CASE000225,CUST000178,Hindustan Healthcare Limited,INV0001776,2024-12-03,26762.48,141,Critical,Escalated,Priya Gupta,REP000011,Settlement Offer,2025-02-13,2025-04-21,,
CASE000226,CUST000178,Hindustan Healthcare Limited,INV0001777,2024-12-12,14923.77,141,Critical,Escalated,Rajesh Mishra,REP000029,Settlement Offer,2025-01-24,2025-04-23,,
CASE000227,CUST000179,Indian Healthcare Limited,INV0001781,2024-11-19,146330.35,159,Critical,Escalated,Geeta Mishra,REP000040,Legal Action Warning,2025-03-24,2025-05-01,,
CASE000228,CUST000179,Indian Healthcare Limited,INV0001784,2025-01-06,480920.19,113,Critical,Escalated,Sunil Gupta,REP000004,Legal Action Warning,2025-04-06,2025-05-07,,
CASE000229,CUST000179,Indian Healthcare Limited,INV0001785,2025-04-08,343899.91,18,Medium,Open,Ashok Gupta,REP000010,Standard Follow-up,2025-04-13,2025-05-01,,
CASE000230,CUST000182,Reliance Retail Limited,INV0001813,2025-03-07,34145.51,48,Medium,Open,Rajesh Joshi,REP000049,Standard Follow-up,2025-04-15,2025-04-19,,
CASE000231,CUST000182,Reliance Retail Limited,INV0001815,2025-03-23,83926.24,31,Medium,Open,Sunil Gupta,REP000004,Standard Follow-up,2025-04-15,2025-04-26,,
CASE000232,CUST000183,Infosys Retail Limited,INV0001821,2024-11-30,466036.57,146,Critical,Escalated,Vijay Mishra,REP000023,Legal Action Warning,2025-01-21,2025-04-24,,
CASE000233,CUST000184,Bharti Retail Limited,INV0001837,2025-04-07,893193.93,19,High,Open,Shalini Gupta,REP000019,Standard Follow-up,2025-04-13,2025-05-05,,
CASE000234,CUST000185,HDFC Retail Limited,INV0001845,2025-02-14,98905.63,77,High,In Progress,Kavita Mishra,REP000038,Intensive Collection,2025-03-05,2025-05-03,,
CASE000235,CUST000185,HDFC Retail Limited,INV0001846,2025-01-06,111051.79,115,Critical,In Progress,Pooja Gupta,REP000013,Settlement Offer,2025-04-08,2025-05-02,,
CASE000236,CUST000186,Wipro Retail Limited,INV0001854,2024-12-28,99338.72,124,Critical,In Progress,Raj Gupta,REP000001,Settlement Offer,2025-04-15,2025-04-27,,
CASE000237,CUST000187,Mahindra Retail Limited,INV0001866,2025-01-17,459837.11,101,Critical,Escalated,Anil Gupta,REP000005,Legal Action Warning,2025-03-15,2025-04-21,,
CASE000238,CUST000188,Birla Retail Limited,INV0001873,2025-01-03,89976.65,114,Critical,Escalated,Vijay Joshi,REP000043,Legal Action Warning,2025-02-20,2025-05-01,,
CASE000239,CUST000189,Adani Retail Limited,INV0001884,2025-01-05,30306.48,115,Critical,In Progress,Kavita Gupta,REP000018,Legal Action Warning,2025-01-23,2025-04-25,,
CASE000240,CUST000189,Adani Retail Limited,INV0001886,2025-04-01,71481.79,31,Medium,Open,Rakesh Joshi,REP000048,Standard Follow-up,2025-04-17,2025-04-25,,
CASE000241,CUST000190,JSW Retail Limited,INV0001896,2025-01-17,1858267.99,103,Critical,In Progress,Anil Gupta,REP000005,Legal Action Warning,2025-02-27,2025-04-24,,
CASE000242,CUST000191,Godrej Retail Limited,INV0001903,2025-03-30,22834.44,28,Low,Open,Meena Gupta,REP000017,Standard Follow-up,2025-04-17,2025-04-23,,
CASE000243,CUST000192,L&T Retail Limited,INV0001911,2025-03-27,68749.60,32,Medium,Open,Ashok Joshi,REP000050,Standard Follow-up,2025-04-15,2025-04-30,,
CASE000244,CUST000192,L&T Retail Limited,INV0001912,2024-12-29,63340.39,119,Critical,Pending Customer,Ashok Gupta,REP000010,Legal Action Warning,2025-03-24,2025-05-05,,
CASE000245,CUST000192,L&T Retail Limited,INV0001915,2025-04-17,97543.60,5,Low,In Progress,Anita Mishra,REP000036,Standard Follow-up,2025-04-17,2025-05-07,,
CASE000246,CUST000192,L&T Retail Limited,INV0001916,2025-01-28,13695.81,92,Critical,Escalated,Amit Joshi,REP000042,Legal Action Warning,2025-02-08,2025-05-09,,
CASE000247,CUST000194,SBI Retail Limited,INV0001933,2024-12-12,241520.04,133,Critical,In Progress,Anita Mishra,REP000036,Legal Action Warning,2025-02-20,2025-05-01,,
CASE000248,CUST000194,SBI Retail Limited,INV0001936,2024-12-15,507933.87,129,Critical,Escalated,Vijay Joshi,REP000043,Legal Action Warning,2024-12-21,2025-04-21,,
CASE000250,CUST000195,TCS Retail Limited,INV0001945,2025-02-23,288341.83,60,Medium,Open,Sunil Joshi,REP000044,Standard Follow-up,2025-04-14,2025-05-06,,
CASE000251,CUST000195,TCS Retail Limited,INV0001947,2025-02-16,414889.24,71,High,In Progress,Geeta Mishra,REP000040,Payment Plan,2025-04-07,2025-04-22,,
CASE000252,CUST000196,Bajaj Retail Limited,INV0001951,2025-01-07,66100.94,106,Critical,Pending Customer,Shalini Gupta,REP000019,Legal Action Warning,2025-04-11,2025-04-23,,
CASE000253,CUST000197,HCL Retail Limited,INV0001964,2025-03-02,1626018.26,60,Critical,Open,Sunita Mishra,REP000035,Standard Follow-up,2025-03-13,2025-05-09,,
CASE000254,CUST000198,Hindustan Retail Limited,INV0001973,2024-12-26,1055963.82,119,Critical,Escalated,Vijay Mishra,REP000023,Settlement Offer,2025-03-20,2025-04-26,,
CASE000255,CUST000198,Hindustan Retail Limited,INV0001975,2025-03-31,351016.00,25,Medium,In Progress,Sunil Joshi,REP000044,Standard Follow-up,2025-04-07,2025-04-19,,
CASE000256,CUST000198,Hindustan Retail Limited,INV0001976,2025-02-27,340575.19,64,High,In Progress,Rahul Mishra,REP000026,Payment Plan,2025-04-09,2025-04-21,,
CASE000257,CUST000199,Indian Retail Limited,INV0001982,2025-01-15,17847.99,98,Critical,Pending Customer,Shalini Mishra,REP000039,Legal Action Warning,2025-02-09,2025-05-07,,
CASE000258,CUST000199,Indian Retail Limited,INV0001986,2024-12-24,59208.25,127,Critical,Escalated,Rani Mishra,REP000034,Settlement Offer,2025-01-03,2025-04-20,,
CASE000259,CUST000201,Tata Media Limited,INV0002002,2024-12-19,957868.17,126,Critical,Pending Customer,Sunil Joshi,REP000044,Legal Action Warning,2025-02-26,2025-04-29,,
CASE000260,CUST000201,Tata Media Limited,INV0002004,2025-04-08,2032217.16,20,Critical,Open,Priya Gupta,REP000011,Standard Follow-up,2025-04-09,2025-04-29,,
CASE000261,CUST000202,Reliance Media Limited,INV0002012,2024-11-21,1966795.92,159,Critical,Escalated,Meena Mishra,REP000037,Legal Action Warning,2025-03-05,2025-05-07,,
CASE000262,CUST000202,Reliance Media Limited,INV0002014,2025-02-19,1052407.61,63,Critical,In Progress,Meena Gupta,REP000017,Intensive Collection,2025-02-23,2025-04-29,,
CASE000263,CUST000202,Reliance Media Limited,INV0002016,2025-04-15,1371471.83,14,Critical,Open,Sanjay Mishra,REP000027,Standard Follow-up,2025-04-17,2025-04-22,,
CASE000264,CUST000204,Bharti Media Limited,INV0002033,2025-04-15,1830443.74,14,Critical,In Progress,Sunil Mishra,REP000024,Standard Follow-up,2025-04-17,2025-05-07,,
CASE000265,CUST000204,Bharti Media Limited,INV0002034,2025-04-17,2065856.98,11,Critical,In Progress,Shalini Gupta,REP000019,Standard Follow-up,2025-04-17,2025-04-26,,
CASE000266,CUST000204,Bharti Media Limited,INV0002035,2025-03-26,827556.62,30,High,In Progress,Raj Joshi,REP000041,Standard Follow-up,2025-04-15,2025-04-20,,
CASE000267,CUST000205,HDFC Media Limited,INV0002042,2024-12-20,25522.08,126,Critical,Escalated,Shalini Mishra,REP000039,Legal Action Warning,2025-01-10,2025-05-08,,
CASE000268,CUST000205,HDFC Media Limited,INV0002045,2024-12-01,88599.39,143,Critical,Escalated,Vijay Joshi,REP000043,Legal Action Warning,2025-01-01,2025-05-03,,
CASE000269,CUST000206,Wipro Media Limited,INV0002051,2025-02-27,65931.58,57,Medium,Open,Ashok Mishra,REP000030,Standard Follow-up,2025-04-05,2025-05-02,,
CASE000270,CUST000206,Wipro Media Limited,INV0002053,2025-03-16,54316.06,46,Medium,Open,Anita Mishra,REP000036,Standard Follow-up,2025-04-03,2025-04-20,,
CASE000271,CUST000207,Mahindra Media Limited,INV0002062,2025-02-12,524503.77,75,High,Pending Customer,Ashok Mishra,REP000030,Intensive Collection,2025-02-23,2025-04-29,,
CASE000272,CUST000208,Birla Media Limited,INV0002076,2025-01-11,179203.85,107,Critical,Pending Customer,Shalini Gupta,REP000019,Legal Action Warning,2025-01-29,2025-04-29,,
CASE000273,CUST000209,Adani Media Limited,INV0002082,2025-01-25,64186.54,96,Critical,Pending Customer,Geeta Mishra,REP000040,Legal Action Warning,2025-02-11,2025-04-19,,
CASE000274,CUST000209,Adani Media Limited,INV0002083,2025-02-15,216156.83,75,High,Open,Anil Joshi,REP000045,Payment Plan,2025-02-25,2025-05-06,,
CASE000275,CUST000210,JSW Media Limited,INV0002094,2024-12-18,338322.20,134,Critical,Escalated,Rakesh Mishra,REP000028,Legal Action Warning,2025-04-09,2025-04-19,,
CASE000276,CUST000210,JSW Media Limited,INV0002095,2024-11-18,503992.08,164,Critical,Escalated,Rani Mishra,REP000034,Legal Action Warning,2025-02-12,2025-05-04,,
CASE000277,CUST000211,Godrej Media Limited,INV0002102,2025-04-02,110008.91,26,Medium,Open,Amit Mishra,REP000022,Standard Follow-up,2025-04-08,2025-05-02,,
CASE000278,CUST000211,Godrej Media Limited,INV0002103,2025-04-01,284006.64,25,Medium,Open,Rahul Mishra,REP000026,Standard Follow-up,2025-04-07,2025-04-22,,
CASE000279,CUST000211,Godrej Media Limited,INV0002106,2025-04-17,279881.03,5,Medium,Open,Sunil Mishra,REP000024,Standard Follow-up,2025-04-17,2025-04-26,,
CASE000280,CUST000212,L&T Media Limited,INV0002112,2025-02-25,179920.20,60,Medium,Open,Ashok Gupta,REP000010,Standard Follow-up,2025-04-16,2025-04-30,,
CASE000281,CUST000213,ICICI Media Limited,INV0002121,2025-02-22,911343.19,63,High,In Progress,Neha Gupta,REP000012,Payment Plan,2025-03-22,2025-05-07,,
CASE000282,CUST000213,ICICI Media Limited,INV0002126,2024-12-19,1265105.91,129,Critical,Escalated,Sunil Gupta,REP000004,Settlement Offer,2025-03-15,2025-04-29,,
CASE000283,CUST000214,SBI Media Limited,INV0002131,2025-01-20,514992.40,96,Critical,Pending Customer,Rajesh Gupta,REP000009,Settlement Offer,2025-02-18,2025-04-30,,
CASE000284,CUST000214,SBI Media Limited,INV0002136,2025-01-31,274079.37,85,High,In Progress,Anil Gupta,REP000005,Payment Plan,2025-04-01,2025-04-21,,
CASE000285,CUST000215,TCS Media Limited,INV0002147,2025-03-22,85969.50,41,Medium,Open,Amit Mishra,REP000022,Standard Follow-up,2025-04-07,2025-04-23,,
CASE000286,CUST000216,Bajaj Media Limited,INV0002155,2024-12-24,514141.80,127,Critical,Pending Customer,Rahul Gupta,REP000006,Settlement Offer,2025-02-15,2025-05-02,,
CASE000287,CUST000218,Hindustan Media Limited,INV0002171,2025-04-17,34865.07,7,Low,Open,Rakesh Mishra,REP000028,Standard Follow-up,2025-04-17,2025-05-08,,
CASE000288,CUST000218,Hindustan Media Limited,INV0002173,2024-12-14,13765.92,131,Critical,In Progress,Shalini Mishra,REP000039,Settlement Offer,2025-02-15,2025-05-07,,
CASE000289,CUST000218,Hindustan Media Limited,INV0002175,2025-03-11,71705.77,49,Medium,Open,Rahul Joshi,REP000046,Standard Follow-up,2025-04-17,2025-04-23,,
