interaction_id,customer_id,customer_name,interaction_date,interaction_type,purpose,summary,initiated_by,handled_by,rep_id,related_invoice,outcome,notes
INT0000414,CUST000042,Reliance Auto Limited,2025-02-23,Meeting,Collection Call,Customer promised payment by next week,Company,Pooja Mishra,REP000033,INV0000412,Follow-up Required,
INT0000415,CUST000042,Reliance Auto Limited,2024-11-30,Call,Account Review,Quarterly account review meeting,Company,Sanjay Joshi,REP000047,,Resolved,
INT0000416,CUST000042,Reliance Auto Limited,2024-10-04,Meeting,Account Review,Discussed upcoming orders and payment terms,Company,Rani Mishra,REP000034,,Pending,
INT0000417,CUST000042,Reliance Auto Limited,2025-02-04,Video Call,Collection Call,Discussed payment of overdue invoices,Company,Amit Joshi,REP000042,INV0000414,Follow-up Required,
INT0000418,CUST000042,Reliance Auto Limited,2025-01-05,Email,Collection Call,Explained late payment fees and implications,Company,Rahul Mishra,REP000026,INV0000412,Resolved,
INT0000419,CUST000042,Reliance Auto Limited,2025-03-17,Chat,Collection Call,Explained late payment fees and implications,Company,Rakesh Gupta,REP000008,INV0000412,Pending,
INT0000420,CUST000042,Reliance Auto Limited,2025-04-06,Video Call,General Inquiry,Explained invoice details,Company,Sanjay Gupta,REP000007,,Follow-up Required,
INT0000421,CUST000042,Reliance Auto Limited,2025-02-28,Video Call,Collection Call,Escalated to manager due to payment delays,Company,Raj Mishra,REP000021,INV0000416,Resolved,
INT0000422,CUST000042,Reliance Auto Limited,2024-11-28,Meeting,Collection Call,Left voicemail regarding overdue payment,Company,Sanjay Mishra,REP000027,INV0000417,Pending,
INT0000421,CUST000043,Infosys Auto Limited,2025-01-14,Site Visit,Payment Confirmation,Resolved payment allocation discrepancy,Company,Ashok Gupta,REP000010,INV0000421,Follow-up Required,
INT0000431,CUST000044,Bharti Auto Limited,2025-01-07,Web Portal,Collection Call,Customer confirmed payment has been initiated,Company,Anita Gupta,REP000016,INV0000432,Follow-up Required,
INT0000432,CUST000044,Bharti Auto Limited,2024-12-30,Video Call,Collection Call,Explained late payment fees and implications,Company,Anil Mishra,REP000025,INV0000432,Resolved,
INT0000433,CUST000044,Bharti Auto Limited,2025-02-19,Call,Collection Call,Discussed payment of overdue invoices,Company,Priya Gupta,REP000011,INV0000432,Pending,
INT0000434,CUST000044,Bharti Auto Limited,2024-12-10,Meeting,Collection Call,Escalated to manager due to payment delays,Company,Raj Gupta,REP000001,INV0000432,Follow-up Required,
INT0000441,CUST000045,HDFC Auto Limited,2024-11-09,Chat,Collection Call,Customer promised payment by next week,Company,Geeta Mishra,REP000040,INV0000441,Follow-up Required,
INT0000442,CUST000045,HDFC Auto Limited,2024-10-21,Email,Collection Call,Explained late payment fees and implications,Company,Meena Gupta,REP000017,INV0000442,Resolved,
INT0000443,CUST000045,HDFC Auto Limited,2025-03-05,Chat,Account Review,Discussed upcoming orders and payment terms,Company,Rahul Gupta,REP000006,,Pending,
INT0000444,CUST000045,HDFC Auto Limited,2025-04-09,Chat,Dispute Resolution,Processing refund for returned items,Company,Anita Gupta,REP000016,INV0000444,Follow-up Required,
INT0000445,CUST000045,HDFC Auto Limited,2024-11-23,Web Portal,Collection Call,Customer promised payment by next week,Company,Rahul Gupta,REP000006,INV0000442,Resolved,
INT0000446,CUST000045,HDFC Auto Limited,2025-03-21,Web Portal,Account Review,Updated customer contact information,Company,Anil Mishra,REP000025,,Pending,
INT0000447,CUST000045,HDFC Auto Limited,2025-02-21,Video Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Geeta Mishra,REP000040,INV0000442,Follow-up Required,
INT0000451,CUST000046,Wipro Auto Limited,2024-12-27,Email,Dispute Resolution,Processing refund for returned items,Customer,Neha Mishra,REP000032,INV0000451,Follow-up Required,
INT0000452,CUST000046,Wipro Auto Limited,2024-12-14,Site Visit,Collection Call,Left voicemail regarding overdue payment,Company,Vijay Gupta,REP000003,INV0000454,Resolved,
INT0000453,CUST000046,Wipro Auto Limited,2024-11-26,Call,Collection Call,Left voicemail regarding overdue payment,Company,Raj Gupta,REP000001,INV0000454,Pending,
INT0000454,CUST000046,Wipro Auto Limited,2024-12-17,Call,General Inquiry,Responded to statement request,Customer,Rakesh Joshi,REP000048,,Follow-up Required,
INT0000455,CUST000046,Wipro Auto Limited,2025-03-03,Meeting,Collection Call,Customer promised payment by next week,Company,Rahul Gupta,REP000006,INV0000454,Resolved,
INT0000461,CUST000047,Mahindra Auto Limited,2024-12-29,Video Call,Payment Confirmation,Verified payment receipt for invoice,Company,Rani Gupta,REP000014,INV0000462,Follow-up Required,
INT0000462,CUST000047,Mahindra Auto Limited,2025-01-29,Email,General Inquiry,Provided account balance information,Company,Ashok Joshi,REP000050,,Resolved,
INT0000463,CUST000047,Mahindra Auto Limited,2025-01-16,Call,Collection Call,Left voicemail regarding overdue payment,Company,Rahul Joshi,REP000046,INV0000464,Pending,
INT0000471,CUST000048,Birla Auto Limited,2025-01-13,Email,Collection Call,Customer disputed invoice amount,Company,Sunita Gupta,REP000015,INV0000473,Follow-up Required,
INT0000472,CUST000048,Birla Auto Limited,2025-03-19,Web Portal,Collection Call,Customer disputed invoice amount,Company,Anil Gupta,REP000005,INV0000473,Resolved,
INT0000473,CUST000048,Birla Auto Limited,2024-12-31,Meeting,Payment Confirmation,Confirmed check has been processed,Customer,Rajesh Joshi,REP000049,INV0000473,Pending,
INT0000481,CUST000049,Adani Auto Limited,2024-10-28,Call,Account Review,Negotiated new payment terms,Company,Amit Mishra,REP000022,,Follow-up Required,
INT0000482,CUST000049,Adani Auto Limited,2025-02-09,Site Visit,Dispute Resolution,Resolved shipping discrepancy,Company,Ashok Mishra,REP000030,INV0000482,Resolved,
INT0000483,CUST000049,Adani Auto Limited,2024-11-21,Call,Collection Call,Customer confirmed payment has been initiated,Company,Raj Mishra,REP000021,INV0000481,Pending,
INT0000484,CUST000049,Adani Auto Limited,2025-01-29,Call,Collection Call,Customer confirmed payment has been initiated,Company,Rani Gupta,REP000014,INV0000481,Follow-up Required,
INT0000485,CUST000049,Adani Auto Limited,2025-01-02,Video Call,Collection Call,Discussed payment of overdue invoices,Company,Rani Gupta,REP000014,INV0000485,Resolved,
INT0000486,CUST000049,Adani Auto Limited,2024-12-05,Chat,Collection Call,Customer promised payment by next week,Company,Rajesh Gupta,REP000009,INV0000481,Pending,
INT0000487,CUST000049,Adani Auto Limited,2024-10-25,Video Call,Collection Call,Customer disputed invoice amount,Company,Ashok Joshi,REP000050,INV0000481,Follow-up Required,
INT0000491,CUST000050,JSW Auto Limited,2025-02-13,Meeting,Dispute Resolution,Created credit note for billing error,Company,Rakesh Mishra,REP000028,INV0000497,Follow-up Required,
INT0000492,CUST000050,JSW Auto Limited,2024-10-13,Meeting,Collection Call,Discussed payment of overdue invoices,Company,Ashok Gupta,REP000010,INV0000491,Resolved,
INT0000493,CUST000050,JSW Auto Limited,2024-10-11,Email,Payment Confirmation,Reconciled payment with outstanding invoices,Customer,Sunita Gupta,REP000015,INV0000496,Pending,
INT0000501,CUST000051,Godrej Auto Limited,2024-10-13,Call,Payment Confirmation,Resolved payment allocation discrepancy,Company,Pooja Mishra,REP000033,INV0000501,Follow-up Required,
INT0000502,CUST000051,Godrej Auto Limited,2024-11-12,Call,General Inquiry,Provided account balance information,Customer,Raj Gupta,REP000001,,Resolved,
INT0000503,CUST000051,Godrej Auto Limited,2024-12-19,Web Portal,Collection Call,Customer promised payment by next week,Company,Anil Gupta,REP000005,INV0000502,Pending,
INT0000504,CUST000051,Godrej Auto Limited,2025-02-26,Video Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Shalini Gupta,REP000019,INV0000502,Follow-up Required,
INT0000505,CUST000051,Godrej Auto Limited,2025-04-05,Chat,Collection Call,Escalated to manager due to payment delays,Company,Anita Mishra,REP000036,INV0000502,Resolved,
INT0000511,CUST000052,L&T Auto Limited,2024-11-11,Video Call,General Inquiry,Addressed questions about online portal access,Company,Kavita Mishra,REP000038,,Follow-up Required,
INT0000512,CUST000052,L&T Auto Limited,2025-03-04,Web Portal,Dispute Resolution,Resolved shipping discrepancy,Customer,Sanjay Mishra,REP000027,INV0000514,Resolved,
INT0000513,CUST000052,L&T Auto Limited,2025-04-11,Call,Account Review,Reviewed credit limit and payment history,Company,Rani Gupta,REP000014,,Pending,
INT0000521,CUST000053,ICICI Auto Limited,2024-11-19,Email,General Inquiry,Provided account balance information,Company,Sunil Mishra,REP000024,,Follow-up Required,
INT0000531,CUST000054,SBI Auto Limited,2025-04-15,Call,General Inquiry,Addressed questions about online portal access,Company,Raj Joshi,REP000041,,Follow-up Required,
INT0000541,CUST000055,TCS Auto Limited,2025-04-15,Call,Payment Confirmation,Verified payment receipt for invoice,Company,Geeta Mishra,REP000040,INV0000541,Follow-up Required,
INT0000551,CUST000056,Bajaj Auto Limited,2025-01-25,Site Visit,Account Review,Discussed upcoming orders and payment terms,Company,Rahul Gupta,REP000006,,Follow-up Required,
INT0000552,CUST000056,Bajaj Auto Limited,2024-10-21,Chat,Payment Confirmation,Reconciled payment with outstanding invoices,Company,Rani Mishra,REP000034,INV0000554,Resolved,
INT0000553,CUST000056,Bajaj Auto Limited,2024-11-18,Site Visit,Collection Call,Customer confirmed payment has been initiated,Company,Sunil Mishra,REP000024,INV0000552,Pending,
INT0000554,CUST000056,Bajaj Auto Limited,2025-01-01,Chat,Collection Call,Explained late payment fees and implications,Company,Sanjay Gupta,REP000007,INV0000556,Follow-up Required,
INT0000555,CUST000056,Bajaj Auto Limited,2025-02-15,Chat,Collection Call,Explained late payment fees and implications,Company,Pooja Mishra,REP000033,INV0000552,Resolved,
INT0000556,CUST000056,Bajaj Auto Limited,2025-04-15,Email,Collection Call,Customer disputed invoice amount,Company,Sunil Mishra,REP000024,INV0000556,Pending,
INT0000557,CUST000056,Bajaj Auto Limited,2024-12-24,Email,General Inquiry,Answered questions about payment methods,Company,Pooja Mishra,REP000033,,Follow-up Required,
INT0000558,CUST000056,Bajaj Auto Limited,2024-10-10,Chat,Collection Call,Customer promised payment by next week,Company,Geeta Gupta,REP000020,INV0000556,Resolved,
INT0000559,CUST000056,Bajaj Auto Limited,2024-11-15,Chat,Account Review,Discussed upcoming orders and payment terms,Company,Anita Gupta,REP000016,,Pending,
INT0000561,CUST000057,HCL Auto Limited,2025-04-07,Chat,Collection Call,Left voicemail regarding overdue payment,Company,Rani Gupta,REP000014,INV0000561,Follow-up Required,
INT0000562,CUST000057,HCL Auto Limited,2025-01-12,Video Call,Payment Confirmation,Received confirmation of payment transfer,Company,Sunita Gupta,REP000015,INV0000561,Resolved,
INT0000563,CUST000057,HCL Auto Limited,2024-11-19,Meeting,Collection Call,Left voicemail regarding overdue payment,Company,Sanjay Gupta,REP000007,INV0000561,Pending,
INT0000564,CUST000057,HCL Auto Limited,2025-02-12,Web Portal,Dispute Resolution,Customer reported incorrect billing,Customer,Vijay Joshi,REP000043,INV0000561,Follow-up Required,
INT0000565,CUST000057,HCL Auto Limited,2025-03-03,Video Call,Collection Call,Customer promised payment by next week,Company,Geeta Mishra,REP000040,INV0000561,Resolved,
INT0000571,CUST000058,Hindustan Auto Limited,2024-11-26,Site Visit,Collection Call,Escalated to manager due to payment delays,Company,Amit Gupta,REP000002,INV0000575,Follow-up Required,
INT0000572,CUST000058,Hindustan Auto Limited,2025-01-26,Web Portal,Collection Call,Customer disputed invoice amount,Company,Priya Gupta,REP000011,INV0000575,Resolved,
INT0000573,CUST000058,Hindustan Auto Limited,2025-02-03,Site Visit,Collection Call,Discussed payment of overdue invoices,Company,Ashok Joshi,REP000050,INV0000575,Pending,
INT0000574,CUST000058,Hindustan Auto Limited,2025-01-07,Video Call,Payment Confirmation,Received confirmation of payment transfer,Company,Neha Gupta,REP000012,INV0000575,Follow-up Required,
INT0000581,CUST000059,Indian Auto Limited,2025-01-06,Meeting,Account Review,Updated customer contact information,Company,Rani Mishra,REP000034,,Follow-up Required,
INT0000582,CUST000059,Indian Auto Limited,2024-11-06,Web Portal,Collection Call,Discussed payment of overdue invoices,Company,Rani Gupta,REP000014,INV0000581,Resolved,
INT0000583,CUST000059,Indian Auto Limited,2024-11-28,Email,Collection Call,Arranged payment schedule for overdue amounts,Company,Raj Gupta,REP000001,INV0000581,Pending,
INT0000584,CUST000059,Indian Auto Limited,2025-03-14,Chat,Collection Call,Escalated to manager due to payment delays,Company,Rani Gupta,REP000014,INV0000583,Follow-up Required,
INT0000585,CUST000059,Indian Auto Limited,2025-04-16,Site Visit,Collection Call,Explained late payment fees and implications,Company,Amit Gupta,REP000002,INV0000581,Resolved,
INT0000586,CUST000059,Indian Auto Limited,2025-04-09,Web Portal,General Inquiry,Shared payment history report,Customer,Raj Joshi,REP000041,,Pending,
INT0000587,CUST000059,Indian Auto Limited,2024-12-30,Meeting,General Inquiry,Provided account balance information,Company,Sunita Gupta,REP000015,,Follow-up Required,
INT0000591,CUST000060,Tech Auto Limited,2025-03-03,Site Visit,Collection Call,Customer disputed invoice amount,Company,Rakesh Joshi,REP000048,INV0000596,Follow-up Required,
INT0000592,CUST000060,Tech Auto Limited,2025-01-29,Chat,Collection Call,Customer promised payment by next week,Company,Rani Gupta,REP000014,INV0000597,Resolved,
INT0000593,CUST000060,Tech Auto Limited,2025-03-27,Web Portal,Collection Call,Customer confirmed payment has been initiated,Company,Rakesh Mishra,REP000028,INV0000597,Pending,
INT0000594,CUST000060,Tech Auto Limited,2024-10-22,Chat,Collection Call,Discussed payment of overdue invoices,Company,Sunil Gupta,REP000004,INV0000597,Follow-up Required,
INT0000595,CUST000060,Tech Auto Limited,2025-02-23,Video Call,Collection Call,Customer promised payment by next week,Company,Shalini Gupta,REP000019,INV0000597,Resolved,
INT0000601,CUST000061,Tata Fin Limited,2024-10-04,Meeting,Payment Confirmation,Reconciled payment with outstanding invoices,Company,Amit Joshi,REP000042,INV0000603,Follow-up Required,
INT0000611,CUST000062,Reliance Fin Limited,2025-01-01,Web Portal,Account Review,Updated customer contact information,Company,Meena Gupta,REP000017,,Follow-up Required,
INT0000612,CUST000062,Reliance Fin Limited,2024-11-01,Email,Dispute Resolution,Clarified invoice line items,Customer,Anita Mishra,REP000036,INV0000611,Resolved,
INT0000613,CUST000062,Reliance Fin Limited,2025-02-21,Web Portal,Payment Confirmation,Confirmed check has been processed,Company,Sanjay Joshi,REP000047,INV0000611,Pending,
INT0000621,CUST000063,Infosys Fin Limited,2025-01-31,Video Call,Collection Call,Customer confirmed payment has been initiated,Company,Sunita Mishra,REP000035,INV0000626,Follow-up Required,
INT0000622,CUST000063,Infosys Fin Limited,2025-04-01,Web Portal,Collection Call,Customer confirmed payment has been initiated,Company,Vijay Mishra,REP000023,INV0000626,Resolved,
INT0000623,CUST000063,Infosys Fin Limited,2024-12-31,Video Call,Collection Call,Customer confirmed payment has been initiated,Company,Geeta Mishra,REP000040,INV0000622,Pending,
INT0000624,CUST000063,Infosys Fin Limited,2025-04-16,Site Visit,Collection Call,Left voicemail regarding overdue payment,Company,Sanjay Joshi,REP000047,INV0000626,Follow-up Required,
INT0000625,CUST000063,Infosys Fin Limited,2025-04-17,Meeting,Collection Call,Discussed payment of overdue invoices,Company,Geeta Gupta,REP000020,INV0000622,Resolved,
INT0000626,CUST000063,Infosys Fin Limited,2024-10-17,Site Visit,Collection Call,Customer promised payment by next week,Company,Ashok Gupta,REP000010,INV0000626,Pending,
INT0000627,CUST000063,Infosys Fin Limited,2025-04-17,Email,Collection Call,Left voicemail regarding overdue payment,Company,Priya Mishra,REP000031,INV0000626,Follow-up Required,
INT0000631,CUST000064,Bharti Fin Limited,2025-01-16,Email,Collection Call,Discussed payment of overdue invoices,Company,Sunita Mishra,REP000035,INV0000633,Follow-up Required,
INT0000632,CUST000064,Bharti Fin Limited,2024-10-03,Call,Payment Confirmation,Received confirmation of payment transfer,Company,Rahul Gupta,REP000006,INV0000632,Resolved,
